Día,Dispositivo,Mes,Día de la semana,Región,Campaña,Impresiones,Clics,Conversiones,Coste,CTR,Posic. media,CPC medio,CPM medio,Coste medio,Coste/conv.,Porcentaje de conv.,Valor conv./coste,Valor conv. total,Valor/conv.
30-mar-2017,Móviles,Mar. 2017,Jueves,Extremadura,Shopping - General,575,16,"0,00","1,23 €","2,78 %","0,00","0,08 €","2,14 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-abr-2017,Móviles,Abr. 2017,Miércoles,País Vasco,Shopping - General,633,9,"1,00","0,47 €","1,42 %","0,00","0,05 €","0,74 €","0,05 €","0,47 €","11,11 %","21,04","9,89","9,89"
20-jun-2017,Tablets,Jun. 2017,Martes,Islas Baleares,Shopping - General,129,1,"0,00","0,16 €","0,78 %","0,00","0,16 €","1,24 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-mar-2017,Móviles,Mar. 2017,Domingo,País Vasco,Shopping - General,633,14,"0,00","0,66 €","2,21 %","0,00","0,05 €","1,04 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-jun-2017,Móviles,Jun. 2017,Domingo,La Rioja,Shopping - General,191,10,"0,00","0,73 €","5,24 %","0,00","0,07 €","3,82 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
31-mar-2017,Ordenadores,Mar. 2017,Viernes,La Rioja,Shopping - General,56,1,"0,00","0,01 €","1,79 %","0,00","0,01 €","0,18 €","0,01 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-may-2017,Ordenadores,May. 2017,Lunes,País Vasco,Shopping - General,610,8,"0,00","0,75 €","1,31 %","0,00","0,09 €","1,23 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-jun-2017,Tablets,Jun. 2017,Martes,Cataluña,Shopping - General,569,10,"0,00","0,56 €","1,76 %","0,00","0,06 €","0,98 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-jul-2017,Tablets,Jul. 2017,Jueves,Comunidad Valenciana,Shopping - General,711,15,"0,00","0,50 €","2,11 %","0,00","0,03 €","0,70 €","0,03 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-jun-2017,Ordenadores,Jun. 2017,Lunes,Sin especificar,Shopping - General,2,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-may-2017,Ordenadores,May. 2017,Sábado,Principado de Asturias,Shopping - General,126,1,"0,00","0,08 €","0,79 %","0,00","0,08 €","0,63 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-jul-2017,Tablets,Jul. 2017,Martes,Galicia,Shopping - General,605,7,"0,00","0,68 €","1,16 %","0,00","0,10 €","1,12 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-feb-2017,Ordenadores,Feb. 2017,Martes,Galicia,Shopping - General,1.570,21,"0,00","3,05 €","1,34 %","0,00","0,15 €","1,94 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-mar-2017,Ordenadores,Mar. 2017,Domingo,Islas Baleares,Shopping - General,94,3,"0,00","0,15 €","3,19 %","0,00","0,05 €","1,60 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-abr-2017,Tablets,Abr. 2017,Domingo,Extremadura,Shopping - General,31,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-abr-2017,Ordenadores,Abr. 2017,Sábado,Región de Murcia,Shopping - General,134,8,"1,00","0,45 €","5,97 %","0,00","0,06 €","3,36 €","0,06 €","0,45 €","12,50 %","199,89","89,95","89,95"
23-abr-2017,Ordenadores,Abr. 2017,Domingo,Aragón,Shopping - General,468,6,"0,00","1,47 €","1,28 %","0,00","0,24 €","3,14 €","0,24 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-feb-2017,Ordenadores,Feb. 2017,Viernes,Principado de Asturias,Shopping - General,301,12,"0,00","1,38 €","3,99 %","0,00","0,12 €","4,58 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-may-2017,Ordenadores,May. 2017,Martes,Región de Murcia,Shopping - General,127,7,"0,00","0,21 €","5,51 %","0,00","0,03 €","1,65 €","0,03 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-mar-2017,Móviles,Mar. 2017,Jueves,País Vasco,Shopping - General,452,10,"0,00","0,71 €","2,21 %","0,00","0,07 €","1,57 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-jun-2017,Ordenadores,Jun. 2017,Martes,Andalucía,Shopping - General,2.940,56,"1,00","5,56 €","1,90 %","0,00","0,10 €","1,89 €","0,10 €","5,56 €","1,79 %","10,60","58,92","58,92"
31-mar-2017,Tablets,Mar. 2017,Viernes,Extremadura,Shopping - General,112,1,"0,00","0,11 €","0,89 %","0,00","0,11 €","0,98 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-may-2017,Móviles,May. 2017,Martes,Principado de Asturias,Shopping - General,420,7,"0,00","0,49 €","1,67 %","0,00","0,07 €","1,17 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-may-2017,Móviles,May. 2017,Miércoles,Cataluña,Shopping - General,3.043,67,"0,00","3,78 €","2,20 %","0,00","0,06 €","1,24 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-may-2017,Tablets,May. 2017,Jueves,Principado de Asturias,Shopping - General,80,1,"0,00","0,08 €","1,25 %","0,00","0,08 €","1,00 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-ene-2017,Móviles,Ene. 2017,Domingo,Principado de Asturias,Shopping - General,881,16,"0,00","1,15 €","1,82 %","0,00","0,07 €","1,31 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-ene-2017,Ordenadores,Ene. 2017,Lunes,Principado de Asturias,Shopping - General,396,6,"0,00","0,56 €","1,52 %","0,00","0,09 €","1,41 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-abr-2017,Tablets,Abr. 2017,Domingo,Comunidad Valenciana,Shopping - General,579,10,"0,00","0,58 €","1,73 %","0,00","0,06 €","1,00 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-abr-2017,Ordenadores,Abr. 2017,Sábado,Aragón,Shopping - General,560,13,"0,00","1,66 €","2,32 %","0,00","0,13 €","2,96 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-jun-2017,Tablets,Jun. 2017,Viernes,Castilla y León,Shopping - General,183,3,"0,00","0,23 €","1,64 %","0,00","0,08 €","1,26 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-may-2017,Ordenadores,May. 2017,Martes,País Vasco,Shopping - General,603,11,"0,00","1,42 €","1,82 %","0,00","0,13 €","2,35 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-jun-2017,Tablets,Jun. 2017,Martes,Comunidad Valenciana,Shopping - General,293,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-may-2017,Ordenadores,May. 2017,Miércoles,Islas Baleares,Shopping - General,382,2,"0,00","0,17 €","0,52 %","0,00","0,08 €","0,45 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-jun-2017,Móviles,Jun. 2017,Martes,Extremadura,Shopping - General,1.129,38,"0,00","2,35 €","3,37 %","0,00","0,06 €","2,08 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
31-mar-2017,Tablets,Mar. 2017,Viernes,Comunidad Valenciana,Shopping - General,253,2,"0,00","0,22 €","0,79 %","0,00","0,11 €","0,87 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-feb-2017,Móviles,Feb. 2017,Domingo,Castilla y León,Shopping - General,1.331,32,"1,00","2,37 €","2,40 %","0,00","0,07 €","1,78 €","0,07 €","2,37 €","3,12 %","16,85","39,94","39,94"
28-jun-2017,Tablets,Jun. 2017,Miércoles,Comunidad Valenciana,Shopping - General,342,7,"0,00","0,34 €","2,05 %","0,00","0,05 €","0,99 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-feb-2017,Ordenadores,Feb. 2017,Domingo,Principado de Asturias,Shopping - General,181,1,"0,00","0,04 €","0,55 %","0,00","0,04 €","0,22 €","0,04 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-abr-2017,Ordenadores,Abr. 2017,Sábado,Comunidad de Madrid,Shopping - General,2.138,38,"0,00","4,08 €","1,78 %","0,00","0,11 €","1,91 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-ene-2017,Ordenadores,Ene. 2017,Viernes,La Rioja,Shopping - General,100,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-ene-2017,Móviles,Ene. 2017,Martes,Cantabria,Shopping - General,298,2,"0,00","0,29 €","0,67 %","0,00","0,14 €","0,97 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-feb-2017,Móviles,Feb. 2017,Lunes,Castilla-La Mancha,Shopping - General,566,9,"1,00","0,33 €","1,59 %","0,00","0,04 €","0,58 €","0,04 €","0,33 €","11,11 %","187,36","61,83","61,83"
15-mar-2017,Tablets,Mar. 2017,Miércoles,Principado de Asturias,Shopping - General,63,2,"0,00","0,13 €","3,17 %","0,00","0,06 €","2,06 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-may-2017,Tablets,May. 2017,Jueves,Castilla-La Mancha,Shopping - General,51,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-jun-2017,Móviles,Jun. 2017,Domingo,Castilla y León,Shopping - General,3.786,84,"1,00","5,70 €","2,22 %","0,00","0,07 €","1,51 €","0,07 €","5,70 €","1,19 %","1,38","7,89","7,89"
07-abr-2017,Tablets,Abr. 2017,Viernes,Castilla y León,Shopping - General,117,2,"0,00","0,47 €","1,71 %","0,00","0,24 €","4,02 €","0,24 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-ene-2017,Móviles,Ene. 2017,Miércoles,Aragón,Shopping - General,750,15,"0,00","1,11 €","2,00 %","0,00","0,07 €","1,48 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-feb-2017,Tablets,Feb. 2017,Jueves,Comunidad de Madrid,Shopping - General,358,3,"0,00","0,04 €","0,84 %","0,00","0,01 €","0,11 €","0,01 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-feb-2017,Ordenadores,Feb. 2017,Lunes,Andalucía,Shopping - General,3.015,55,"1,00","6,92 €","1,82 %","0,00","0,13 €","2,30 €","0,13 €","6,92 €","1,82 %","1,73","11,97","11,97"
14-may-2017,Tablets,May. 2017,Domingo,Cantabria,Shopping - General,169,4,"0,00","0,55 €","2,37 %","0,00","0,14 €","3,25 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-abr-2017,Móviles,Abr. 2017,Viernes,Andalucía,Shopping - General,5.599,128,"5,00","9,53 €","2,29 %","0,00","0,07 €","1,70 €","0,07 €","1,91 €","3,91 %","29,73","283,30","56,66"
17-feb-2017,Móviles,Feb. 2017,Viernes,Extremadura,Shopping - General,787,12,"0,00","1,65 €","1,52 %","0,00","0,14 €","2,10 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-mar-2017,Ordenadores,Mar. 2017,Martes,Castilla y León,Shopping - General,249,3,"0,00","0,25 €","1,20 %","0,00","0,08 €","1,00 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-may-2017,Tablets,May. 2017,Miércoles,Castilla y León,Shopping - General,123,8,"0,00","0,52 €","6,50 %","0,00","0,06 €","4,23 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-jul-2017,Tablets,Jul. 2017,Lunes,Región de Murcia,Shopping - General,140,4,"0,00","0,34 €","2,86 %","0,00","0,08 €","2,43 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-mar-2017,Ordenadores,Mar. 2017,Domingo,Cataluña,Shopping - General,1.604,32,"1,00","2,66 €","2,00 %","0,00","0,08 €","1,66 €","0,08 €","2,66 €","3,12 %","6,39","16,99","16,99"
30-may-2017,Tablets,May. 2017,Martes,La Rioja,Shopping - General,28,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-jun-2017,Móviles,Jun. 2017,Sábado,Comunidad de Madrid,Shopping - General,12.909,341,"4,00","27,60 €","2,64 %","0,00","0,08 €","2,14 €","0,08 €","6,90 €","1,17 %","3,07","84,81","21,20"
11-feb-2017,Móviles,Feb. 2017,Sábado,Región de Murcia,Shopping - General,1.226,24,"0,00","1,95 €","1,96 %","0,00","0,08 €","1,59 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-jun-2017,Tablets,Jun. 2017,Martes,Navarra,Shopping - General,76,2,"0,00","0,19 €","2,63 %","0,00","0,10 €","2,50 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-mar-2017,Tablets,Mar. 2017,Miércoles,Cantabria,Shopping - General,39,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-mar-2017,Ordenadores,Mar. 2017,Jueves,Aragón,Shopping - General,294,6,"0,00","0,62 €","2,04 %","0,00","0,10 €","2,11 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-may-2017,Móviles,May. 2017,Jueves,Navarra,Shopping - General,238,6,"0,00","0,38 €","2,52 %","0,00","0,06 €","1,60 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-jul-2017,Ordenadores,Jul. 2017,Domingo,Comunidad de Madrid,Shopping - General,1.902,32,"2,00","3,26 €","1,68 %","0,00","0,10 €","1,71 €","0,10 €","1,63 €","6,25 %","40,78","132,93","66,46"
18-jun-2017,Ordenadores,Jun. 2017,Domingo,Principado de Asturias,Shopping - General,605,7,"0,00","0,85 €","1,16 %","0,00","0,12 €","1,40 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-jul-2017,Tablets,Jul. 2017,Jueves,Principado de Asturias,Shopping - General,228,2,"0,00","0,40 €","0,88 %","0,00","0,20 €","1,75 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-mar-2017,Tablets,Mar. 2017,Lunes,Galicia,Shopping - General,51,1,"0,00","0,06 €","1,96 %","0,00","0,06 €","1,18 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-jun-2017,Móviles,Jun. 2017,Sábado,La Rioja,Shopping - General,278,10,"0,00","0,75 €","3,60 %","0,00","0,08 €","2,70 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-ene-2017,Ordenadores,Ene. 2017,Lunes,País Vasco,Shopping - General,951,10,"0,00","1,20 €","1,05 %","0,00","0,12 €","1,26 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-ene-2017,Tablets,Ene. 2017,Martes,Extremadura,Shopping - General,161,1,"0,00","0,12 €","0,62 %","0,00","0,12 €","0,75 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-may-2017,Ordenadores,May. 2017,Miércoles,Andalucía,Shopping - General,3.284,68,"1,00","7,42 €","2,07 %","0,00","0,11 €","2,26 €","0,11 €","7,42 €","1,47 %","11,18","82,98","82,98"
09-feb-2017,Ordenadores,Feb. 2017,Jueves,Extremadura,Shopping - General,755,14,"0,00","1,75 €","1,85 %","0,00","0,12 €","2,32 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-may-2017,Tablets,May. 2017,Miércoles,Castilla y León,Shopping - General,270,5,"0,00","0,40 €","1,85 %","0,00","0,08 €","1,48 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-jun-2017,Móviles,Jun. 2017,Jueves,Cataluña,Shopping - General,5.577,97,"1,00","9,22 €","1,74 %","0,00","0,10 €","1,65 €","0,10 €","9,22 €","1,03 %","3,90","35,98","35,98"
10-jul-2017,Móviles,Jul. 2017,Lunes,Cataluña,Shopping - General,5.850,138,"0,00","6,68 €","2,36 %","0,00","0,05 €","1,14 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-jun-2017,Ordenadores,Jun. 2017,Miércoles,Galicia,Shopping - General,1.380,30,"0,00","3,35 €","2,17 %","0,00","0,11 €","2,43 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-jun-2017,Tablets,Jun. 2017,Martes,Navarra,Shopping - General,64,4,"0,00","0,38 €","6,25 %","0,00","0,10 €","5,94 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-abr-2017,Móviles,Abr. 2017,Viernes,Aragón,Shopping - General,407,6,"0,00","0,37 €","1,47 %","0,00","0,06 €","0,91 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-ene-2017,Móviles,Ene. 2017,Miércoles,Principado de Asturias,Shopping - General,560,5,"0,00","0,44 €","0,89 %","0,00","0,09 €","0,79 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-mar-2017,Móviles,Mar. 2017,Miércoles,Andalucía,Shopping - General,3.746,88,"0,00","11,78 €","2,35 %","0,00","0,13 €","3,14 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-mar-2017,Ordenadores,Mar. 2017,Miércoles,Región de Murcia,Shopping - General,38,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
31-mar-2017,Móviles,Mar. 2017,Viernes,Galicia,Shopping - General,1.472,30,"0,00","3,60 €","2,04 %","0,00","0,12 €","2,45 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-feb-2017,Ordenadores,Feb. 2017,Domingo,Comunidad de Madrid,Shopping - General,2.016,32,"1,00","3,34 €","1,59 %","0,00","0,10 €","1,66 €","0,10 €","3,34 €","3,12 %","23,95","79,99","79,99"
25-abr-2017,Tablets,Abr. 2017,Martes,Castilla-La Mancha,Shopping - General,155,1,"0,00","0,24 €","0,65 %","0,00","0,24 €","1,55 €","0,24 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-feb-2017,Ordenadores,Feb. 2017,Jueves,Extremadura,Shopping - General,454,13,"0,00","0,80 €","2,86 %","0,00","0,06 €","1,76 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-mar-2017,Móviles,Mar. 2017,Miércoles,Aragón,Shopping - General,628,12,"1,00","1,41 €","1,91 %","0,00","0,12 €","2,25 €","0,12 €","1,41 €","8,33 %","13,46","18,98","18,98"
25-jun-2017,Móviles,Jun. 2017,Domingo,Castilla-La Mancha,Shopping - General,1.566,36,"3,00","1,58 €","2,30 %","0,00","0,04 €","1,01 €","0,04 €","0,53 €","8,33 %","151,88","239,97","79,99"
11-may-2017,Ordenadores,May. 2017,Jueves,Aragón,Shopping - General,978,16,"0,00","3,22 €","1,64 %","0,00","0,20 €","3,29 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-may-2017,Móviles,May. 2017,Miércoles,Extremadura,Shopping - General,2.758,67,"0,00","9,47 €","2,43 %","0,00","0,14 €","3,43 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-jun-2017,Ordenadores,Jun. 2017,Martes,La Rioja,Shopping - General,121,3,"0,00","0,38 €","2,48 %","0,00","0,13 €","3,14 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-ene-2017,Tablets,Ene. 2017,Martes,Islas Baleares,Shopping - General,193,4,"0,00","0,58 €","2,07 %","0,00","0,14 €","3,01 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-abr-2017,Móviles,Abr. 2017,Sábado,País Vasco,Shopping - General,837,24,"0,00","1,84 €","2,87 %","0,00","0,08 €","2,20 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-jun-2017,Móviles,Jun. 2017,Jueves,Castilla-La Mancha,Shopping - General,1.722,49,"0,00","2,69 €","2,85 %","0,00","0,05 €","1,56 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-jul-2017,Ordenadores,Jul. 2017,Viernes,Castilla y León,Shopping - General,913,28,"1,00","3,38 €","3,07 %","0,00","0,12 €","3,70 €","0,12 €","3,38 €","3,57 %","11,83","39,98","39,98"
30-mar-2017,Ordenadores,Mar. 2017,Jueves,Andalucía,Shopping - General,1.652,28,"0,00","2,94 €","1,69 %","0,00","0,10 €","1,78 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-jun-2017,Tablets,Jun. 2017,Domingo,Cataluña,Shopping - General,431,2,"0,00","0,11 €","0,46 %","0,00","0,06 €","0,26 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-jul-2017,Móviles,Jul. 2017,Sábado,Sin especificar,Shopping - General,98,2,"0,00","0,13 €","2,04 %","0,00","0,06 €","1,33 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-feb-2017,Ordenadores,Feb. 2017,Lunes,Sin especificar,Shopping - General,0,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-ene-2017,Ordenadores,Ene. 2017,Jueves,País Vasco,Shopping - General,738,11,"0,00","1,06 €","1,49 %","0,00","0,10 €","1,44 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-feb-2017,Tablets,Feb. 2017,Sábado,Andalucía,Shopping - General,883,11,"0,00","0,83 €","1,25 %","0,00","0,08 €","0,94 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-may-2017,Móviles,May. 2017,Martes,Extremadura,Shopping - General,551,16,"0,00","1,21 €","2,90 %","0,00","0,08 €","2,20 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-may-2017,Ordenadores,May. 2017,Lunes,Castilla-La Mancha,Shopping - General,129,4,"0,00","0,06 €","3,10 %","0,00","0,02 €","0,47 €","0,02 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-abr-2017,Ordenadores,Abr. 2017,Miércoles,Cataluña,Shopping - General,4.189,66,"1,00","8,62 €","1,58 %","0,00","0,13 €","2,06 €","0,13 €","8,62 €","1,52 %","2,89","24,92","24,92"
24-jun-2017,Móviles,Jun. 2017,Sábado,Navarra,Shopping - General,695,19,"0,00","1,39 €","2,73 %","0,00","0,07 €","2,00 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
